txn_id,ts,store_id,product_sku,product_name,qty,amount_krw,payment_method,status
T105502,2026-05-12T18:32:02,GWJ-001,ETD-001,비비 매직 파운데이션 SPF50,1,18000,samsung_pay,OK
T105503,2026-05-12T13:32:55,GWJ-001,ATM-001,그린에디션 세럼인 토너 200ml,1,22000,cash,OK
T105504,2026-05-12T13:51:38,GWJ-001,ATM-003,허니 콜라겐 마스크 5매,1,9500,kakao_pay,OK
T105505,2026-05-12T19:14:22,GWJ-001,LNZ-003,퍼펙트 리뉴 리제너레이터 75ml,1,78000,samsung_pay,OK
T105506,2026-05-12T22:11:52,GWJ-001,INF-004,노세범 미네랄 파우더 5g,1,8000,samsung_pay,OK
T105507,2026-05-12T16:04:00,GWJ-001,ETD-005,수분 톤업 베이스 핑크,1,16000,kakao_pay,OK
T105508,2026-05-12T15:18:24,GWJ-001,ETD-002,플레이 컬러 아이즈 #체리블라썸,1,28000,card,OK
T105509,2026-05-12T12:25:16,GWJ-001,ETD-003,디어 달링 워터젤 틴트,1,9000,naver_pay,OK
T105510,2026-05-12T11:47:56,GWJ-001,INF-003,화산송이 모공 마스크 100ml,1,12000,card,OK
T105511,2026-05-12T19:02:48,GWJ-001,LNZ-002,립 슬리핑 마스크 베리 20g,1,24000,cash,OK
T105512,2026-05-12T18:22:35,GWJ-001,ASR-002,설화수 윤조에센스 90ml,1,145000,card,OK
T105513,2026-05-12T18:57:40,GWJ-001,INF-002,레티놀 시카 흔적 앰플 30ml,1,42000,card,OK
T105514,2026-05-12T14:38:14,GWJ-001,LNZ-001,워터뱅크 블루 하이알루로닉 세럼,1,48000,naver_pay,OK
T105515,2026-05-12T15:45:42,GWJ-001,ETD-001,비비 매직 파운데이션 SPF50,1,18000,naver_pay,OK
T105516,2026-05-12T14:47:00,GWJ-001,ASR-001,설화수 자음생크림 60ml,2,470000,kakao_pay,OK
T105517,2026-05-12T19:30:12,GWJ-001,ASR-002,설화수 윤조에센스 90ml,1,-145000,card,REFUND
T105518,2026-05-12T10:54:18,GWJ-001,ASR-002,설화수 윤조에센스 90ml,1,145000,naver_pay,OK
T105519,2026-05-12T11:23:35,GWJ-001,INF-002,레티놀 시카 흔적 앰플 30ml,1,42000,card,OK
T105520,2026-05-12T17:38:36,GWJ-001,ASR-001,설화수 자음생크림 60ml,1,235000,cash,OK
T105521,2026-05-12T18:46:23,GWJ-001,INF-002,레티놀 시카 흔적 앰플 30ml,2,84000,naver_pay,OK
T105522,2026-05-12T11:52:47,GWJ-001,ASR-002,설화수 윤조에센스 90ml,1,145000,naver_pay,OK
T105523,2026-05-12T15:28:05,GWJ-001,ETD-005,수분 톤업 베이스 핑크,1,16000,card,OK
T105524,2026-05-12T16:34:00,GWJ-001,ATM-003,허니 콜라겐 마스크 5매,1,9500,naver_pay,OK
T105525,2026-05-12T20:45:10,GWJ-001,ASR-001,설화수 자음생크림 60ml,2,470000,naver_pay,OK
T105526,2026-05-12T21:50:54,GWJ-001,ASR-006,마몽드 로즈 워터 토너 250ml,3,0,card,POS_DOWN
T105527,2026-05-12T17:05:09,GWJ-001,ATM-001,그린에디션 세럼인 토너 200ml,1,22000,card,OK
T105528,2026-05-12T19:17:36,GWJ-001,LNZ-006,이데알 블러 핏 파운데이션,1,38000,naver_pay,OK
T105529,2026-05-12T20:55:49,GWJ-001,ASR-002,설화수 윤조에센스 90ml,1,145000,samsung_pay,OK
T105530,2026-05-12T16:43:04,GWJ-001,ASR-006,마몽드 로즈 워터 토너 250ml,2,36000,naver_pay,OK
T105531,2026-05-12T17:24:09,GWJ-001,ATM-005,립 페인트 매트 #누드코랄,1,12000,cash,OK
T105532,2026-05-12T15:04:44,GWJ-001,ASR-006,마몽드 로즈 워터 토너 250ml,2,36000,cash,OK
T105533,2026-05-12T19:47:08,GWJ-001,ATM-006,솝베리 클렌징 오일,1,19000,card,OK
T105534,2026-05-12T22:37:53,GWJ-001,LNZ-006,이데알 블러 핏 파운데이션,2,76000,cash,OK
T105535,2026-05-12T18:10:07,GWJ-001,INF-004,노세범 미네랄 파우더 5g,1,0,card,POS_DOWN
T105536,2026-05-12T17:57:07,GWJ-001,ATM-004,쥬얼링 아이즈 #피치블라썸,1,18000,samsung_pay,OK
T105537,2026-05-12T20:39:54,GWJ-001,ATM-002,이데알 글로우 비비크림,2,50000,samsung_pay,OK
T105538,2026-05-12T14:37:55,GWJ-001,ATM-006,솝베리 클렌징 오일,1,19000,samsung_pay,OK
T105539,2026-05-12T10:50:09,GWJ-001,LNZ-002,립 슬리핑 마스크 베리 20g,1,24000,kakao_pay,OK
T105540,2026-05-12T17:35:42,GWJ-001,ATM-005,립 페인트 매트 #누드코랄,1,12000,card,OK
T105541,2026-05-12T20:56:37,GWJ-001,ATM-005,립 페인트 매트 #누드코랄,1,-12000,cash,REFUND
T105542,2026-05-12T20:03:18,GWJ-001,LNZ-006,이데알 블러 핏 파운데이션,1,38000,card,OK
T105543,2026-05-12T12:03:53,GWJ-001,LNZ-001,워터뱅크 블루 하이알루로닉 세럼,1,0,card,POS_DOWN
T105544,2026-05-12T15:17:49,GWJ-001,INF-004,노세범 미네랄 파우더 5g,2,16000,card,OK
T105545,2026-05-12T13:47:50,GWJ-001,ASR-002,설화수 윤조에센스 90ml,1,0,naver_pay,POS_DOWN
T105546,2026-05-12T18:44:39,GWJ-001,ETD-004,드로잉 아이브로우 자동연필,2,9000,naver_pay,OK
T105547,2026-05-12T20:17:27,GWJ-001,ATM-001,그린에디션 세럼인 토너 200ml,1,22000,kakao_pay,OK
T105548,2026-05-12T10:25:00,GWJ-001,ATM-001,그린에디션 세럼인 토너 200ml,1,22000,kakao_pay,OK
T105549,2026-05-12T20:58:32,GWJ-001,INF-002,레티놀 시카 흔적 앰플 30ml,1,42000,cash,OK
T105550,2026-05-12T13:25:27,GWJ-001,ATM-002,이데알 글로우 비비크림,1,25000,naver_pay,OK
T105551,2026-05-12T21:22:36,GWJ-001,ATM-003,허니 콜라겐 마스크 5매,1,9500,naver_pay,OK
T105552,2026-05-12T22:05:19,GWJ-001,INF-005,마이립밤 코코넛 3.5g,1,6500,kakao_pay,OK
T105553,2026-05-12T18:29:59,GWJ-001,ASR-004,헤라 루즈 홀릭 매트 #로지누드,3,114000,cash,OK
T105554,2026-05-12T12:54:12,GWJ-001,ATM-004,쥬얼링 아이즈 #피치블라썸,1,18000,cash,OK
T105555,2026-05-12T15:24:38,GWJ-001,INF-003,화산송이 모공 마스크 100ml,2,24000,samsung_pay,OK
T105556,2026-05-12T10:25:54,GWJ-001,LNZ-004,네오 쿠션 매트 15g 21호,1,42000,cash,OK
T105557,2026-05-12T11:18:43,GWJ-001,ATM-005,립 페인트 매트 #누드코랄,1,12000,naver_pay,OK
T105558,2026-05-12T21:08:50,GWJ-001,ATM-004,쥬얼링 아이즈 #피치블라썸,1,18000,cash,OK
T105559,2026-05-12T21:05:07,GWJ-001,ASR-001,설화수 자음생크림 60ml,1,235000,naver_pay,OK
T105560,2026-05-12T15:00:49,GWJ-001,LNZ-001,워터뱅크 블루 하이알루로닉 세럼,1,48000,kakao_pay,OK
T105561,2026-05-12T19:25:56,GWJ-001,ETD-006,픽싱 틴트 #장미,1,14000,cash,OK
T105562,2026-05-12T16:02:07,GWJ-001,ETD-001,비비 매직 파운데이션 SPF50,1,18000,cash,OK
T105563,2026-05-12T19:52:43,GWJ-001,LNZ-004,네오 쿠션 매트 15g 21호,1,0,kakao_pay,PAYMENT_FAIL
T105564,2026-05-12T20:31:08,GWJ-001,LNZ-001,워터뱅크 블루 하이알루로닉 세럼,1,48000,kakao_pay,OK
T105565,2026-05-12T12:11:12,GWJ-001,LNZ-005,크림 스킨 토너 앤 모이스처라이저,1,38000,cash,OK
T105566,2026-05-12T20:00:33,GWJ-001,LNZ-005,크림 스킨 토너 앤 모이스처라이저,1,38000,naver_pay,OK
T105567,2026-05-12T14:24:56,GWJ-001,INF-003,화산송이 모공 마스크 100ml,1,-12000,card,REFUND
T105568,2026-05-12T14:09:00,GWJ-001,ATM-003,허니 콜라겐 마스크 5매,1,9500,samsung_pay,OK
T105569,2026-05-12T14:49:05,GWJ-001,LNZ-001,워터뱅크 블루 하이알루로닉 세럼,1,48000,kakao_pay,OK
T105570,2026-05-12T21:01:21,GWJ-001,ATM-002,이데알 글로우 비비크림,3,75000,kakao_pay,OK
T105571,2026-05-12T18:15:09,GWJ-001,INF-005,마이립밤 코코넛 3.5g,1,6500,card,OK
T105572,2026-05-12T17:56:09,GWJ-001,ASR-006,마몽드 로즈 워터 토너 250ml,2,36000,kakao_pay,OK
T105573,2026-05-12T20:14:46,GWJ-001,INF-004,노세범 미네랄 파우더 5g,1,8000,card,OK
T105574,2026-05-12T13:01:51,GWJ-001,ASR-005,아이오페 더마 리페어 크림 50ml,1,88000,naver_pay,OK
T105575,2026-05-12T13:44:58,GWJ-001,ASR-002,설화수 윤조에센스 90ml,2,290000,cash,OK
T105576,2026-05-12T20:30:37,GWJ-001,ASR-001,설화수 자음생크림 60ml,1,235000,kakao_pay,OK
T105577,2026-05-12T10:09:06,GWJ-001,ASR-006,마몽드 로즈 워터 토너 250ml,1,18000,samsung_pay,OK
T105578,2026-05-12T13:13:31,GWJ-001,ATM-002,이데알 글로우 비비크림,2,50000,naver_pay,OK
T105579,2026-05-12T11:06:41,GWJ-001,INF-001,그린티 씨드 세럼 80ml,3,105000,naver_pay,OK
T105580,2026-05-12T15:55:19,GWJ-001,INF-006,그린티 클렌징 폼 150ml,3,33000,cash,OK
T105581,2026-05-12T17:39:48,GWJ-001,ASR-002,설화수 윤조에센스 90ml,1,145000,kakao_pay,OK
T105582,2026-05-12T14:30:28,GWJ-001,LNZ-004,네오 쿠션 매트 15g 21호,1,42000,samsung_pay,OK
T105583,2026-05-12T15:49:44,GWJ-001,LNZ-004,네오 쿠션 매트 15g 21호,1,42000,samsung_pay,OK
T105584,2026-05-12T12:48:31,GWJ-001,ASR-003,헤라 블랙쿠션 15g 21호,1,78000,kakao_pay,OK
T105585,2026-05-12T19:08:40,GWJ-001,LNZ-005,크림 스킨 토너 앤 모이스처라이저,1,0,cash,TERMINAL_TIMEOUT
T105586,2026-05-12T21:43:35,GWJ-001,ASR-001,설화수 자음생크림 60ml,1,0,card,POS_DOWN
T105587,2026-05-12T22:16:21,GWJ-001,LNZ-006,이데알 블러 핏 파운데이션,1,38000,samsung_pay,OK
T105588,2026-05-12T16:30:10,GWJ-001,INF-001,그린티 씨드 세럼 80ml,3,105000,cash,OK
T105589,2026-05-12T15:58:24,GWJ-001,ATM-005,립 페인트 매트 #누드코랄,1,0,naver_pay,TERMINAL_TIMEOUT
T105590,2026-05-12T21:19:20,GWJ-001,ATM-005,립 페인트 매트 #누드코랄,1,12000,card,OK
T105591,2026-05-12T19:08:03,GWJ-001,ATM-003,허니 콜라겐 마스크 5매,1,9500,samsung_pay,OK
T105592,2026-05-12T19:24:35,GWJ-001,LNZ-006,이데알 블러 핏 파운데이션,1,-38000,samsung_pay,REFUND
T105593,2026-05-12T15:06:42,GWJ-001,ATM-003,허니 콜라겐 마스크 5매,1,9500,card,OK
T105594,2026-05-12T13:16:14,GWJ-001,INF-001,그린티 씨드 세럼 80ml,1,0,cash,TERMINAL_TIMEOUT
T105595,2026-05-12T11:59:18,GWJ-001,LNZ-006,이데알 블러 핏 파운데이션,1,38000,naver_pay,OK
T105596,2026-05-12T15:19:22,GWJ-001,ATM-005,립 페인트 매트 #누드코랄,1,12000,samsung_pay,OK
T105597,2026-05-12T13:38:50,GWJ-001,ATM-002,이데알 글로우 비비크림,2,0,card,STOCK_SHORTAGE
T105598,2026-05-12T18:23:14,GWJ-001,LNZ-002,립 슬리핑 마스크 베리 20g,2,48000,naver_pay,OK
T105599,2026-05-12T21:10:39,GWJ-001,ETD-002,플레이 컬러 아이즈 #체리블라썸,2,56000,card,OK
T105600,2026-05-12T09:02:47,GWJ-001,LNZ-001,워터뱅크 블루 하이알루로닉 세럼,1,48000,kakao_pay,OK
T105601,2026-05-12T13:38:31,GWJ-001,LNZ-006,이데알 블러 핏 파운데이션,1,38000,kakao_pay,OK
T105602,2026-05-12T19:45:26,GWJ-001,ATM-003,허니 콜라겐 마스크 5매,1,9500,naver_pay,OK
T105603,2026-05-12T11:59:30,GWJ-001,ETD-005,수분 톤업 베이스 핑크,1,16000,samsung_pay,OK
T105604,2026-05-12T11:36:37,GWJ-001,INF-005,마이립밤 코코넛 3.5g,1,6500,cash,OK
T105605,2026-05-12T15:58:14,GWJ-001,ETD-005,수분 톤업 베이스 핑크,1,16000,naver_pay,OK
T105606,2026-05-12T20:58:13,GWJ-001,LNZ-001,워터뱅크 블루 하이알루로닉 세럼,1,48000,samsung_pay,OK
T105607,2026-05-12T20:20:16,GWJ-001,ETD-006,픽싱 틴트 #장미,1,14000,card,OK
T105608,2026-05-12T13:13:43,GWJ-001,INF-004,노세범 미네랄 파우더 5g,3,24000,naver_pay,OK
T105609,2026-05-12T13:25:35,GWJ-001,ETD-003,디어 달링 워터젤 틴트,1,9000,cash,OK
T105610,2026-05-12T13:29:01,GWJ-001,LNZ-002,립 슬리핑 마스크 베리 20g,1,24000,kakao_pay,OK
T105611,2026-05-12T15:00:43,GWJ-001,ETD-003,디어 달링 워터젤 틴트,1,9000,samsung_pay,OK
T105612,2026-05-12T20:35:54,GWJ-001,INF-005,마이립밤 코코넛 3.5g,1,6500,naver_pay,OK
T105613,2026-05-12T12:37:53,GWJ-001,ASR-006,마몽드 로즈 워터 토너 250ml,1,18000,cash,OK
T105614,2026-05-12T20:34:10,GWJ-001,ETD-004,드로잉 아이브로우 자동연필,1,4500,cash,OK
T105615,2026-05-12T12:16:45,GWJ-001,ASR-002,설화수 윤조에센스 90ml,1,145000,card,OK
T105616,2026-05-12T21:46:49,GWJ-001,LNZ-006,이데알 블러 핏 파운데이션,1,38000,cash,OK
T105617,2026-05-12T17:42:48,GWJ-001,INF-002,레티놀 시카 흔적 앰플 30ml,2,84000,cash,OK
T105618,2026-05-12T10:17:34,GWJ-001,LNZ-006,이데알 블러 핏 파운데이션,3,0,samsung_pay,STOCK_SHORTAGE
T105619,2026-05-12T13:58:16,GWJ-001,LNZ-001,워터뱅크 블루 하이알루로닉 세럼,3,144000,kakao_pay,OK
T105620,2026-05-12T17:35:05,GWJ-001,INF-004,노세범 미네랄 파우더 5g,3,24000,cash,OK
T105621,2026-05-12T14:09:16,GWJ-001,INF-006,그린티 클렌징 폼 150ml,1,11000,samsung_pay,OK
T105622,2026-05-12T16:43:05,GWJ-001,ETD-004,드로잉 아이브로우 자동연필,1,0,naver_pay,POS_DOWN
T105623,2026-05-12T18:14:50,GWJ-001,ETD-001,비비 매직 파운데이션 SPF50,1,18000,card,OK
T105624,2026-05-12T11:26:46,GWJ-001,LNZ-005,크림 스킨 토너 앤 모이스처라이저,1,38000,naver_pay,OK
T105625,2026-05-12T19:45:23,GWJ-001,ATM-001,그린에디션 세럼인 토너 200ml,2,44000,naver_pay,OK
T105626,2026-05-12T13:36:48,GWJ-001,LNZ-001,워터뱅크 블루 하이알루로닉 세럼,2,96000,cash,OK
T105627,2026-05-12T12:44:25,GWJ-001,LNZ-005,크림 스킨 토너 앤 모이스처라이저,1,38000,cash,OK
T105628,2026-05-12T16:33:31,GWJ-001,ETD-004,드로잉 아이브로우 자동연필,1,4500,kakao_pay,OK
T105629,2026-05-12T19:27:04,GWJ-001,LNZ-001,워터뱅크 블루 하이알루로닉 세럼,2,96000,cash,OK
T105630,2026-05-12T13:38:04,GWJ-001,ATM-001,그린에디션 세럼인 토너 200ml,1,22000,naver_pay,OK
T105631,2026-05-12T09:35:41,GWJ-001,ETD-006,픽싱 틴트 #장미,1,14000,cash,OK
T105632,2026-05-12T20:12:12,GWJ-001,ATM-002,이데알 글로우 비비크림,1,25000,cash,OK
T105633,2026-05-12T20:07:23,GWJ-001,ASR-004,헤라 루즈 홀릭 매트 #로지누드,1,0,card,STOCK_SHORTAGE
T105634,2026-05-12T13:06:21,GWJ-001,LNZ-004,네오 쿠션 매트 15g 21호,1,0,kakao_pay,POS_DOWN
T105635,2026-05-12T12:12:26,GWJ-001,LNZ-003,퍼펙트 리뉴 리제너레이터 75ml,1,78000,card,OK
T105636,2026-05-12T13:37:38,GWJ-001,INF-001,그린티 씨드 세럼 80ml,1,35000,naver_pay,OK
T105637,2026-05-12T21:06:51,GWJ-001,ASR-006,마몽드 로즈 워터 토너 250ml,1,18000,kakao_pay,OK
T105638,2026-05-12T20:45:38,GWJ-001,INF-001,그린티 씨드 세럼 80ml,1,35000,naver_pay,OK
T105639,2026-05-12T17:05:21,GWJ-001,ASR-005,아이오페 더마 리페어 크림 50ml,1,88000,card,OK
T105640,2026-05-12T15:39:36,GWJ-001,ETD-001,비비 매직 파운데이션 SPF50,1,18000,cash,OK
T105641,2026-05-12T12:02:37,GWJ-001,ATM-004,쥬얼링 아이즈 #피치블라썸,1,0,samsung_pay,POS_DOWN
T105642,2026-05-12T19:29:11,GWJ-001,ETD-002,플레이 컬러 아이즈 #체리블라썸,1,28000,card,OK
T105643,2026-05-12T14:51:24,GWJ-001,ATM-001,그린에디션 세럼인 토너 200ml,1,22000,kakao_pay,OK
T105644,2026-05-12T21:39:30,GWJ-001,INF-004,노세범 미네랄 파우더 5g,1,8000,kakao_pay,OK
T105645,2026-05-12T14:43:28,GWJ-001,ATM-002,이데알 글로우 비비크림,1,25000,cash,OK
T105646,2026-05-12T16:07:07,GWJ-001,ATM-004,쥬얼링 아이즈 #피치블라썸,1,18000,card,OK
T105647,2026-05-12T20:29:43,GWJ-001,ETD-004,드로잉 아이브로우 자동연필,1,4500,cash,OK
T105648,2026-05-12T09:37:27,GWJ-001,ETD-005,수분 톤업 베이스 핑크,1,16000,naver_pay,OK
T105649,2026-05-12T20:43:35,GWJ-001,ETD-002,플레이 컬러 아이즈 #체리블라썸,1,0,naver_pay,POS_DOWN
T105650,2026-05-12T14:38:30,GWJ-001,LNZ-001,워터뱅크 블루 하이알루로닉 세럼,2,96000,cash,OK
T105651,2026-05-12T20:52:58,GWJ-001,ASR-003,헤라 블랙쿠션 15g 21호,1,78000,samsung_pay,OK
T105652,2026-05-12T22:26:17,GWJ-001,LNZ-003,퍼펙트 리뉴 리제너레이터 75ml,2,0,cash,PAYMENT_FAIL
T105653,2026-05-12T12:31:25,GWJ-001,ASR-003,헤라 블랙쿠션 15g 21호,1,78000,kakao_pay,OK
T105654,2026-05-12T17:51:55,GWJ-001,ASR-002,설화수 윤조에센스 90ml,1,145000,cash,OK
T105655,2026-05-12T18:24:24,GWJ-001,ATM-002,이데알 글로우 비비크림,1,25000,kakao_pay,OK
T105656,2026-05-12T22:47:05,GWJ-001,LNZ-006,이데알 블러 핏 파운데이션,1,38000,samsung_pay,OK
T105657,2026-05-12T13:28:58,GWJ-001,LNZ-003,퍼펙트 리뉴 리제너레이터 75ml,2,156000,samsung_pay,OK
T105658,2026-05-12T13:49:23,GWJ-001,LNZ-002,립 슬리핑 마스크 베리 20g,1,24000,card,OK
T105659,2026-05-12T17:17:43,GWJ-001,ASR-003,헤라 블랙쿠션 15g 21호,1,78000,kakao_pay,OK
T105660,2026-05-12T20:41:39,GWJ-001,LNZ-003,퍼펙트 리뉴 리제너레이터 75ml,1,0,cash,POS_DOWN
T105661,2026-05-12T19:22:17,GWJ-001,ETD-006,픽싱 틴트 #장미,2,0,cash,POS_DOWN
T105662,2026-05-12T17:23:14,GWJ-001,ETD-006,픽싱 틴트 #장미,1,14000,kakao_pay,OK
T105663,2026-05-12T21:37:12,GWJ-001,INF-006,그린티 클렌징 폼 150ml,1,0,cash,TERMINAL_TIMEOUT
T105664,2026-05-12T17:19:47,GWJ-001,ETD-005,수분 톤업 베이스 핑크,1,16000,card,OK
T105665,2026-05-12T16:29:13,GWJ-001,INF-002,레티놀 시카 흔적 앰플 30ml,3,126000,card,OK
T105666,2026-05-12T14:46:56,GWJ-001,ETD-001,비비 매직 파운데이션 SPF50,1,18000,kakao_pay,OK
T105667,2026-05-12T20:20:06,GWJ-001,INF-002,레티놀 시카 흔적 앰플 30ml,2,84000,cash,OK
T105668,2026-05-12T14:14:55,GWJ-001,ETD-006,픽싱 틴트 #장미,1,14000,samsung_pay,OK
T105669,2026-05-12T12:18:59,GWJ-001,ETD-001,비비 매직 파운데이션 SPF50,1,18000,kakao_pay,OK
T105670,2026-05-12T18:50:57,GWJ-001,ETD-001,비비 매직 파운데이션 SPF50,2,36000,samsung_pay,OK
T105671,2026-05-12T13:54:08,GWJ-001,ASR-005,아이오페 더마 리페어 크림 50ml,1,88000,naver_pay,OK
T105672,2026-05-12T18:16:07,GWJ-001,LNZ-005,크림 스킨 토너 앤 모이스처라이저,1,38000,naver_pay,OK
T105673,2026-05-12T13:52:04,GWJ-001,INF-002,레티놀 시카 흔적 앰플 30ml,2,0,cash,POS_DOWN
T105674,2026-05-12T15:30:51,GWJ-001,ETD-006,픽싱 틴트 #장미,1,14000,kakao_pay,OK
T105675,2026-05-12T11:19:33,GWJ-001,LNZ-003,퍼펙트 리뉴 리제너레이터 75ml,1,78000,naver_pay,OK
T105676,2026-05-12T18:12:33,GWJ-001,LNZ-001,워터뱅크 블루 하이알루로닉 세럼,3,144000,card,OK
T105677,2026-05-12T15:16:16,GWJ-001,LNZ-001,워터뱅크 블루 하이알루로닉 세럼,2,96000,kakao_pay,OK
T105678,2026-05-12T13:30:33,GWJ-001,ATM-001,그린에디션 세럼인 토너 200ml,1,22000,kakao_pay,OK
T105679,2026-05-12T18:49:41,GWJ-001,ATM-004,쥬얼링 아이즈 #피치블라썸,1,0,cash,POS_DOWN
T105680,2026-05-12T09:25:55,GWJ-001,ETD-005,수분 톤업 베이스 핑크,1,16000,cash,OK
T105681,2026-05-12T10:05:40,GWJ-001,ASR-004,헤라 루즈 홀릭 매트 #로지누드,2,76000,card,OK
T105682,2026-05-12T21:38:11,GWJ-001,LNZ-002,립 슬리핑 마스크 베리 20g,2,48000,card,OK
T105683,2026-05-12T20:36:07,GWJ-001,INF-005,마이립밤 코코넛 3.5g,1,6500,kakao_pay,OK
T105684,2026-05-12T17:37:33,GWJ-001,LNZ-004,네오 쿠션 매트 15g 21호,3,-126000,samsung_pay,REFUND
T105685,2026-05-12T21:15:31,GWJ-001,ETD-002,플레이 컬러 아이즈 #체리블라썸,2,56000,kakao_pay,OK
T105686,2026-05-12T21:32:49,GWJ-001,INF-001,그린티 씨드 세럼 80ml,1,0,card,PAYMENT_FAIL
T105687,2026-05-12T18:48:25,GWJ-001,ASR-004,헤라 루즈 홀릭 매트 #로지누드,1,0,card,TERMINAL_TIMEOUT
T105688,2026-05-12T20:17:02,GWJ-001,ETD-004,드로잉 아이브로우 자동연필,1,4500,samsung_pay,OK
T105689,2026-05-12T19:43:41,GWJ-001,LNZ-004,네오 쿠션 매트 15g 21호,1,42000,naver_pay,OK
T105690,2026-05-12T21:51:00,GWJ-001,LNZ-002,립 슬리핑 마스크 베리 20g,1,24000,kakao_pay,OK
T105691,2026-05-12T16:27:59,GWJ-001,ASR-004,헤라 루즈 홀릭 매트 #로지누드,1,38000,card,OK
T105692,2026-05-12T20:56:16,GWJ-001,ATM-002,이데알 글로우 비비크림,1,25000,card,OK
T105693,2026-05-12T17:12:07,GWJ-001,ASR-004,헤라 루즈 홀릭 매트 #로지누드,1,38000,naver_pay,OK
T105694,2026-05-12T13:42:50,GWJ-001,ETD-001,비비 매직 파운데이션 SPF50,2,36000,card,OK
T105695,2026-05-12T15:47:33,GWJ-001,LNZ-005,크림 스킨 토너 앤 모이스처라이저,1,38000,kakao_pay,OK
T105696,2026-05-12T21:17:56,GWJ-001,INF-002,레티놀 시카 흔적 앰플 30ml,1,42000,kakao_pay,OK
T105697,2026-05-12T22:37:13,GWJ-001,INF-001,그린티 씨드 세럼 80ml,1,35000,card,OK
T105698,2026-05-12T16:56:23,GWJ-001,ETD-002,플레이 컬러 아이즈 #체리블라썸,1,28000,kakao_pay,OK
T105699,2026-05-12T12:39:39,GWJ-001,ASR-001,설화수 자음생크림 60ml,1,235000,samsung_pay,OK
T105700,2026-05-12T12:58:41,GWJ-001,INF-002,레티놀 시카 흔적 앰플 30ml,2,84000,naver_pay,OK
T105701,2026-05-12T18:25:24,GWJ-001,LNZ-001,워터뱅크 블루 하이알루로닉 세럼,1,48000,samsung_pay,OK
T105702,2026-05-12T21:22:54,GWJ-001,ETD-001,비비 매직 파운데이션 SPF50,1,18000,samsung_pay,OK
T105703,2026-05-12T09:38:41,GWJ-001,ATM-001,그린에디션 세럼인 토너 200ml,1,22000,card,OK
T105704,2026-05-12T19:43:29,GWJ-001,LNZ-001,워터뱅크 블루 하이알루로닉 세럼,2,0,samsung_pay,POS_DOWN
T105705,2026-05-12T20:40:38,GWJ-001,LNZ-006,이데알 블러 핏 파운데이션,1,38000,kakao_pay,OK
T105706,2026-05-12T09:18:08,GWJ-001,LNZ-001,워터뱅크 블루 하이알루로닉 세럼,1,48000,samsung_pay,OK
T105707,2026-05-12T18:48:44,GWJ-001,ASR-004,헤라 루즈 홀릭 매트 #로지누드,1,38000,card,OK
T105708,2026-05-12T13:55:07,GWJ-001,ASR-002,설화수 윤조에센스 90ml,1,145000,card,OK
T105709,2026-05-12T21:22:19,GWJ-001,ETD-005,수분 톤업 베이스 핑크,1,16000,naver_pay,OK
T105710,2026-05-12T14:48:52,GWJ-001,ETD-004,드로잉 아이브로우 자동연필,1,4500,naver_pay,OK
T105711,2026-05-12T19:47:09,GWJ-001,LNZ-003,퍼펙트 리뉴 리제너레이터 75ml,2,156000,kakao_pay,OK
T105712,2026-05-12T13:53:06,GWJ-001,LNZ-006,이데알 블러 핏 파운데이션,2,76000,cash,OK
T105713,2026-05-12T12:43:12,GWJ-001,ASR-001,설화수 자음생크림 60ml,1,235000,kakao_pay,OK
T105714,2026-05-12T20:37:22,GWJ-001,ASR-004,헤라 루즈 홀릭 매트 #로지누드,3,114000,samsung_pay,OK
T105715,2026-05-12T20:23:41,GWJ-001,ETD-003,디어 달링 워터젤 틴트,1,9000,naver_pay,OK
T105716,2026-05-12T18:05:21,GWJ-001,ASR-005,아이오페 더마 리페어 크림 50ml,1,0,card,POS_DOWN
T105717,2026-05-12T21:07:36,GWJ-001,ETD-002,플레이 컬러 아이즈 #체리블라썸,1,28000,naver_pay,OK
T105718,2026-05-12T14:19:16,GWJ-001,ATM-006,솝베리 클렌징 오일,1,19000,kakao_pay,OK
T105719,2026-05-12T09:45:48,GWJ-001,LNZ-004,네오 쿠션 매트 15g 21호,1,42000,card,OK
T105720,2026-05-12T20:54:20,GWJ-001,ATM-006,솝베리 클렌징 오일,1,19000,kakao_pay,OK
T105721,2026-05-12T13:45:18,GWJ-001,INF-002,레티놀 시카 흔적 앰플 30ml,1,42000,cash,OK
T105722,2026-05-12T21:26:38,GWJ-001,ASR-006,마몽드 로즈 워터 토너 250ml,1,18000,naver_pay,OK
T105723,2026-05-12T18:49:59,GWJ-001,LNZ-001,워터뱅크 블루 하이알루로닉 세럼,1,48000,naver_pay,OK
T105724,2026-05-12T11:03:32,GWJ-001,ASR-001,설화수 자음생크림 60ml,1,235000,cash,OK
T105725,2026-05-12T15:21:19,GWJ-001,ETD-003,디어 달링 워터젤 틴트,1,9000,cash,OK
T105726,2026-05-12T21:17:23,GWJ-001,ATM-001,그린에디션 세럼인 토너 200ml,2,44000,card,OK
T105727,2026-05-12T12:32:28,GWJ-001,INF-005,마이립밤 코코넛 3.5g,2,13000,samsung_pay,OK
T105728,2026-05-12T16:30:39,GWJ-001,INF-002,레티놀 시카 흔적 앰플 30ml,1,0,kakao_pay,PAYMENT_FAIL
T105729,2026-05-12T20:57:23,GWJ-001,ATM-002,이데알 글로우 비비크림,3,75000,kakao_pay,OK
